Name,Job title,Job department,Job location,Headline,Creation time,Stage,Tags,Source,Type,Summary,Keywords,Educations,Experiences,Skills,Disqualified,Disqualified at,Disqualification category,Disqualification reason,Disqualification note,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7
Candidate 25,Lead Generator,Engineering,Colombia,,2024-08-18 20:21:59,Sourced,,Uploaded,UploadedCandidate,,,Master of Business Administration Technology Management at National Tsing Hua University (Jan 2019 to Jan 2021),Latam Export Sales Executive at Superlon Worldwide Sdn. (Aug 2023 to Apr 2024)  | Sales Development Representative at Calyx (Feb 2022 to Jul 2023)  | Sales Development Representative at PMf Strategy (Feb 2022 to Jul 2023)  | Marketing Specialist at Chen Way Machinery Co. (Jun 2021 to Feb 2022)  | Technical Translator at OKIOLABS (Apr 2021 to N/A),,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 26,Lead Generator,Engineering,Colombia,,2024-08-18 20:21:58,Sourced,,Uploaded,UploadedCandidate,,,Engineer'S Degree Ingeniería Mecánica at University of Antioquia (N/A to Jan 2019),Advisory Board at Apollo.io (May 2023 to N/A)  | Sales Development Representative at FullStack Labs (Aug 2022 to N/A)  | Business Development Representative at Lean Solutions Group (May 2021 to Aug 2022)  | Business Development Representative at Linkage Logistics (May 2021 to Aug 2022),,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 27,Lead Generator,Engineering,Colombia,,2024-08-18 20:21:58,Sourced,,Uploaded,UploadedCandidate,,,at Kin Zulfan (EG Method) (Dec 2023 to Jun 2034)  |  Technical Analysis at 1-1 Massi (Multi Time Frame Trader) (Nov 2023 to Dec 2024)  |  Technical Analysis at 1-1 Giovanni (Addition to decision levels of orange) (Oct 2023 to Dec 2023)  |  Technical Analysis at 1-1 ZLANK - MALAYSIAN SnR (Sep 2023 to Nov 2023)  |  Technical Analysis at 1-1 Orange Soldier (Decision level trader) (Sep 2023 to Nov 2023),Sales Development Representative at CIENCE (Mar 2023 to Aug 2024)  | Marketing Manager at NeuroClic (Feb 2023 to N/A)  | Sales Development Representative at NeuroClic (Feb 2023 to N/A)  | Sales Development Representative at LOS ANDES ABERTURAS (Aug 2022 to Feb 2023)  | Human Resources Manager at Unplugged.Import (Mar 2020 to Aug 2022)  | Sales and Marketing Specialist at Unplugged.Import (Mar 2020 to Aug 2022)  | Inventory Control Specialist at Unplugged.Import (Mar 2020 to Aug 2022)  | Graphic Designer at Unplugged.Import (Mar 2020 to Aug 2022)  | Sales Manager at Unplugged.Import (Mar 2020 to Aug 2022)  | Community Manager at Unplugged.Import (Mar 2020 to Aug 2022),,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 28,Senior DevOps Engineer - AWS,Engineering,Mexico,,2024-08-18 0:12:58,Applied,,linkedin.com free,ManualCandidate,,,,Astor My Impact Windows at OOH Backoffice (Mar 2023 to Apr 2024)  | Ooh Manager at Elitgon (Aug 2014 to Mar 2016)  | Desarrollador Node.Js/Reactjs/Typescript at Ries (Jan 2012 to Jun 2014),Software Development|Analytical Skills|Ruby on Rails|Amazon Web Services (AWS)|Docker Products|Application Programming Interfaces (API),Yes,2024-08-19 14:23:50,,,,Do you have 5+ of professional experience in DevOps?,TRUE,"Have you worked with Amazon Web Services (AWS) extensively, including services such as EC2, ECS, etc.?",TRUE,Describe your experience with incident response and performance monitoring in a DevOps environment. How have you contributed to ensuring high availability and reliability of systems?,"Liberar memoria, limpiar caché, detectar procesos zombie, reiniciar servicios regularmente, mantener servicios aislados en contenedores para evitar el consumo con otros servicios.",Do you currently live in Latin Amerca?,TRUE,,,,,,
Candidate 29,Ruby + (Golang/Rust) Engineer,Engineering,Chile,,2024-08-17 14:10:08,Applied,,linkedin.com free,ManualCandidate,,ruby|ruby on rails|postgresql,,Senior Ruby at  (Jun 2023 to N/A)  | Senior Ruby and Rails Engineer at SIDEKICK FRANCHISE (May 2022 to Aug 2023)  | Remote at GoGet (Aug 2021 to Dec 2022)  | Backend Developer at Ruby on Rails Developer (Sep 2020 to Apr 2023)  | Rails Engineer at  (Sep 2017 to N/A),Ruby on Rails,Yes,2024-08-17 14:10:09,Rejected candidate,Doesn't have required qualifications,Are you located in Latin America? No,Do you have 4+ years of professional experience as a Software Engineer?,TRUE,Do you have at least 3 years of experience with Ruby on Rails? (recent experience),TRUE,,,Describe your experience with either Golang or Rust.,no,,,Do you have an experience in a startup environment? Tell us about your experience.,5 year experience in RoR,Are you located in Latin America?,FALSE
Candidate 30,Ruby + (Golang/Rust) Engineer,Engineering,Chile,,2024-08-17 13:26:35,Applied,,unknown,ManualCandidate,,,Bachelor of Arts Communications and Broadcast Journalism at Bloomfield College (N/A to Jul 2015),Assistant Community Manager at Kushner Companies (N/A to N/A)  | Portfolio Property Manager at Kushner Companies (N/A to N/A)  | Leasing Consultant at Morgan Properties (N/A to N/A),,Yes,2024-08-17 13:26:37,Rejected candidate,Doesn't have required qualifications,Do you have 4+ years of professional experience as a Software Engineer? No | Do you have at least 3 years of experience with Ruby on Rails? (recent experience) No | Are you located in Latin America? No,Do you have 4+ years of professional experience as a Software Engineer?,FALSE,Do you have at least 3 years of experience with Ruby on Rails? (recent experience),FALSE,,,Describe your experience with either Golang or Rust.,N/A,,,Do you have an experience in a startup environment? Tell us about your experience.,N/A,Are you located in Latin America?,FALSE
Candidate 31,Lead Generator,Engineering,Colombia,,2024-08-17 13:10:00,Applied,,linkedin.com free,ManualCandidate,,,Bachelor Marketing and Business at University of Belgrano (Mar 2009 to Dec 2011),Business Development Manager at Doble Via Latam (Jan 2015 to N/A)  | Sales Executive at Intag (Dec 2014 to Dec 2015)  | Customer Care Representative at Hewlett Packard (Mar 2013 to Mar 2015)  | Customer Care Representative at Amadeus (Apr 2012 to Mar 2013)  | Customer Counseling at International Customer Care (N/A to N/A),Microsoft Excel|English,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",10,Please describe your experience as lead generator or sales development representative.,"I have experiencia searching and developing leads, in different business industries, I developed a video media business by myself introducing all the leads.","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,10,,
Candidate 32,Lead Generator,Engineering,Colombia,Biz Dev Specialist,2024-08-17 0:56:24,Sourcer Screening,applied,linkedin.com,ManualCandidate,,,,Translator at UNC (N/A to N/A),,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",9,Please describe your experience as lead generator or sales development representative.,"I've worked as a lead generator for American Express, focusing on their business travel solution, and then for VMware, handling their load balancer solution for servers. After that, I moved on to EPAM, where I got involved in the telecom and media sectors. This gig was more hands-on, not just setting appointments but also joining the meetings. Most recently, I was with SENLA as a sales manager, leading a team of five in Argentina, which is a subsidiary of the Polish company.","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,5,,
Candidate 33,Senior DevOps Engineer - AWS,Engineering,Mexico,,2024-08-16 16:52:57,Sourced,,Uploaded,UploadedCandidate,,,"Ingeniería, Ingeniería Eléctrica, Electrónica Y De Comunicaciones at National Polytechnic Institute College of Engineering and Physical-Mathematic Sciences (Jan 2010 to Jan 2014)","Cloud Engineer at Amarello (Apr 2024 to N/A)  | Devops Enginner at hobops.io (Jan 2023 to Jun 2024)  | Devops Engineer and Developer at AT&T, México (Oct 2016 to Dec 2022)",,No,,,,,Do you have 5+ of professional experience in DevOps?,,"Have you worked with Amazon Web Services (AWS) extensively, including services such as EC2, ECS, etc.?",,Describe your experience with incident response and performance monitoring in a DevOps environment. How have you contributed to ensuring high availability and reliability of systems?,,Do you currently live in Latin Amerca?,,,,,,,
Candidate 34,Senior DevOps Engineer - AWS,Engineering,Mexico,,2024-08-16 16:52:57,Sourced,,Uploaded,UploadedCandidate,,,Bachelor of Science Computer Science at Universidad Tecnológica de Guadalajara ( UTEG ) (Jan 2010 to Jan 2014),"Devops Engineer, Release Engineer and Automation Engineer at AstraZeneca (May 2021 to N/A)  | Devops Engineer and Release Engineer at AstraZeneca (Nov 2018 to Apr 2021)  | Software Developer at HCL Technologies (Mar 2018 to Nov 2018)  | Software Developer at Dextra Technologies (Aug 2017 to Feb 2018)  | Software Developer and Business Analyst at Amdocs (Apr 2016 to Aug 2017)  | Software Developer at Softtek (Jul 2015 to Mar 2016)  | Software Developer at Tata Consultancy Services (Nov 2013 to Jul 2015)",,No,,,,,Do you have 5+ of professional experience in DevOps?,,"Have you worked with Amazon Web Services (AWS) extensively, including services such as EC2, ECS, etc.?",,Describe your experience with incident response and performance monitoring in a DevOps environment. How have you contributed to ensuring high availability and reliability of systems?,,Do you currently live in Latin Amerca?,,,,,,,
Candidate 35,Senior DevOps Engineer - AWS,Engineering,Mexico,,2024-08-16 16:52:57,Sourced,,Uploaded,UploadedCandidate,,,"Computer Systems, Networking and Telecommunications at Universidad Politécnica del Estado de Durango (Jan 2016 to Jan 2020)",Lead Systems Engeenier at EPAM Systems (Feb 2024 to N/A)  | Devops Engineer at EPAM Systems (Jun 2022 to N/A)  | Devops Engineer at IBM (Nov 2021 to Jun 2022)  | Devops Engineer at Softtek (Oct 2019 to Nov 2021),,No,,,,,Do you have 5+ of professional experience in DevOps?,,"Have you worked with Amazon Web Services (AWS) extensively, including services such as EC2, ECS, etc.?",,Describe your experience with incident response and performance monitoring in a DevOps environment. How have you contributed to ensuring high availability and reliability of systems?,,Do you currently live in Latin Amerca?,,,,,,,
Candidate 36,Senior DevOps Engineer - AWS,Engineering,Mexico,DevOps Engineer at DXC Technology,2024-08-16 16:46:38,Applied,,startup.jobs,ManualCandidate,,,High School Diploma  at Obuasi Senior High Technical School (N/A to May 2015),Devops Engineer at DXC Technology (Jun 2022 to N/A)  | Devops Engineer at Dell Technologies (Apr 2019 to May 2022),,Yes,2024-08-16 16:46:40,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin Amerca? No,Do you have 5+ of professional experience in DevOps?,TRUE,"Have you worked with Amazon Web Services (AWS) extensively, including services such as EC2, ECS, etc.?",TRUE,Describe your experience with incident response and performance monitoring in a DevOps environment. How have you contributed to ensuring high availability and reliability of systems?,I will describe at the time of interview.,Do you currently live in Latin Amerca?,FALSE,,,,,,
